year,farm_resource_region,crop,stat,estimate
2016,Northern Crescent,"Specialty Crops (F,V,N)",infi,82256
2016,Northern Crescent,Corn,infi,25933
2016,Northern Crescent,Other Field Crops,infi,4968
2017,Northern Crescent,Wheat,infi,NA
2017,Northern Crescent,Other Field Crops,infi,10841
2017,Northern Crescent,General Cash Grains,infi,53277
2017,Northern Crescent,Corn,infi,40066
2017,Northern Crescent,Soybean,infi,18629
2017,Northern Crescent,"Specialty Crops (F,V,N)",infi,57024
2018,Northern Crescent,General Cash Grains,infi,47097
2018,Northern Crescent,Wheat,infi,-576
2018,Northern Crescent,"Tobacco, Cotton, Peanuts",infi,NA
2018,Northern Crescent,Corn,infi,25806
2018,Northern Crescent,Soybean,infi,27732
2018,Northern Crescent,Other Field Crops,infi,18212
2018,Northern Crescent,"Specialty Crops (F,V,N)",infi,59604
1996,Northern Great Plains,General Cash Grains,infi,54771
1996,Northern Great Plains,Wheat,infi,37639
1996,Northern Great Plains,Soybean,infi,NA
1996,Northern Great Plains,Other Field Crops,infi,30689
1996,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
1996,Northern Great Plains,Corn,infi,13195
1997,Northern Great Plains,Wheat,infi,6932
1997,Northern Great Plains,Corn,infi,-1385
1997,Northern Great Plains,Soybean,infi,30035
1997,Northern Great Plains,General Cash Grains,infi,10715
1997,Northern Great Plains,Other Field Crops,infi,22150
1997,Northern Great Plains,"Specialty Crops (F,V,N)",infi,35030
1998,Northern Great Plains,General Cash Grains,infi,14622
1998,Northern Great Plains,Soybean,infi,34855
1998,Northern Great Plains,Other Field Crops,infi,17782
1998,Northern Great Plains,Wheat,infi,22517
1998,Northern Great Plains,Corn,infi,-9162
1998,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
1999,Northern Great Plains,General Cash Grains,infi,59307
1999,Northern Great Plains,Soybean,infi,73852
1999,Northern Great Plains,"Specialty Crops (F,V,N)",infi,122234
1999,Northern Great Plains,Wheat,infi,19468
1999,Northern Great Plains,Corn,infi,17072
1999,Northern Great Plains,Other Field Crops,infi,18029
2000,Northern Great Plains,Wheat,infi,28964
2000,Northern Great Plains,General Cash Grains,infi,47582
2000,Northern Great Plains,Corn,infi,105586
2000,Northern Great Plains,Soybean,infi,31211
2000,Northern Great Plains,Other Field Crops,infi,16856
2000,Northern Great Plains,"Specialty Crops (F,V,N)",infi,-29346
2001,Northern Great Plains,Corn,infi,57795
2001,Northern Great Plains,Soybean,infi,33545
2001,Northern Great Plains,Other Field Crops,infi,15842
2001,Northern Great Plains,General Cash Grains,infi,70712
2001,Northern Great Plains,Wheat,infi,24056
2001,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
2002,Northern Great Plains,Wheat,infi,51102
2002,Northern Great Plains,Corn,infi,20054
2002,Northern Great Plains,Other Field Crops,infi,11337
2002,Northern Great Plains,General Cash Grains,infi,42950
2002,Northern Great Plains,Soybean,infi,29545
2002,Northern Great Plains,"Specialty Crops (F,V,N)",infi,146713
2003,Northern Great Plains,Corn,infi,25902
2003,Northern Great Plains,Soybean,infi,154662
2003,Northern Great Plains,Other Field Crops,infi,20840
2003,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
2003,Northern Great Plains,General Cash Grains,infi,81649
2003,Northern Great Plains,Wheat,infi,46259
2004,Northern Great Plains,General Cash Grains,infi,33035
2004,Northern Great Plains,Wheat,infi,33421
2004,Northern Great Plains,Other Field Crops,infi,16760
2004,Northern Great Plains,Corn,infi,85256
2004,Northern Great Plains,Soybean,infi,92898
2004,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
2005,Northern Great Plains,Corn,infi,26602
2005,Northern Great Plains,Soybean,infi,52173
2005,Northern Great Plains,"Specialty Crops (F,V,N)",infi,133275
2005,Northern Great Plains,General Cash Grains,infi,62674
2005,Northern Great Plains,Wheat,infi,76918
2005,Northern Great Plains,Other Field Crops,infi,24932
2006,Northern Great Plains,General Cash Grains,infi,96453
2006,Northern Great Plains,Wheat,infi,31702
2006,Northern Great Plains,Corn,infi,85498
2006,Northern Great Plains,Other Field Crops,infi,27046
2006,Northern Great Plains,Soybean,infi,61099
2006,Northern Great Plains,"Specialty Crops (F,V,N)",infi,25322
2007,Northern Great Plains,General Cash Grains,infi,221692
2007,Northern Great Plains,Wheat,infi,154532
2007,Northern Great Plains,Corn,infi,144030
2007,Northern Great Plains,Soybean,infi,80443
2007,Northern Great Plains,Other Field Crops,infi,41742
2007,Northern Great Plains,"Specialty Crops (F,V,N)",infi,161432
2008,Northern Great Plains,Wheat,infi,50479
2008,Northern Great Plains,Corn,infi,210034
2008,Northern Great Plains,"Specialty Crops (F,V,N)",infi,23482
2008,Northern Great Plains,General Cash Grains,infi,175260
2008,Northern Great Plains,Soybean,infi,88558
2008,Northern Great Plains,Other Field Crops,infi,36192
2009,Northern Great Plains,General Cash Grains,infi,107258
2009,Northern Great Plains,Wheat,infi,66382
2009,Northern Great Plains,Corn,infi,126364
2009,Northern Great Plains,Soybean,infi,16274
2009,Northern Great Plains,Other Field Crops,infi,23548
2009,Northern Great Plains,"Specialty Crops (F,V,N)",infi,190277
2010,Northern Great Plains,Wheat,infi,185153
2010,Northern Great Plains,Corn,infi,117569
2010,Northern Great Plains,Soybean,infi,151480
2010,Northern Great Plains,General Cash Grains,infi,244111
2010,Northern Great Plains,Other Field Crops,infi,34333
2010,Northern Great Plains,"Specialty Crops (F,V,N)",infi,38437
2011,Northern Great Plains,General Cash Grains,infi,124760
2011,Northern Great Plains,"Specialty Crops (F,V,N)",infi,-29382
2011,Northern Great Plains,Wheat,infi,90807
2011,Northern Great Plains,Corn,infi,192587
2011,Northern Great Plains,Soybean,infi,78529
2011,Northern Great Plains,Other Field Crops,infi,16857
2012,Northern Great Plains,Wheat,infi,164118
2012,Northern Great Plains,Soybean,infi,180134
2012,Northern Great Plains,Other Field Crops,infi,38578
2012,Northern Great Plains,General Cash Grains,infi,334538
2012,Northern Great Plains,Corn,infi,374968
2012,Northern Great Plains,"Specialty Crops (F,V,N)",infi,461327
2013,Northern Great Plains,General Cash Grains,infi,209389
2013,Northern Great Plains,Corn,infi,131618
2013,Northern Great Plains,Soybean,infi,81337
2013,Northern Great Plains,"Specialty Crops (F,V,N)",infi,67941
2013,Northern Great Plains,Wheat,infi,203876
2013,Northern Great Plains,Other Field Crops,infi,20821
2014,Northern Great Plains,General Cash Grains,infi,207935
2014,Northern Great Plains,Corn,infi,134673
2014,Northern Great Plains,Soybean,infi,108853
2014,Northern Great Plains,Other Field Crops,infi,43829
2014,Northern Great Plains,Wheat,infi,97369
2014,Northern Great Plains,"Specialty Crops (F,V,N)",infi,195800
2015,Northern Great Plains,Wheat,infi,-40893
2015,Northern Great Plains,Soybean,infi,12606
2015,Northern Great Plains,"Specialty Crops (F,V,N)",infi,173566
2015,Northern Great Plains,General Cash Grains,infi,42822
2015,Northern Great Plains,Corn,infi,66626
2015,Northern Great Plains,Other Field Crops,infi,55572
2016,Northern Great Plains,Wheat,infi,-13232
2016,Northern Great Plains,Soybean,infi,178142
2016,Northern Great Plains,Other Field Crops,infi,5438
2016,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
2016,Northern Great Plains,General Cash Grains,infi,182274
2016,Northern Great Plains,Corn,infi,215944
2017,Northern Great Plains,Wheat,infi,28839
2017,Northern Great Plains,General Cash Grains,infi,206023
2017,Northern Great Plains,Corn,infi,152601
2017,Northern Great Plains,Soybean,infi,54500
2017,Northern Great Plains,Other Field Crops,infi,17784
2017,Northern Great Plains,"Specialty Crops (F,V,N)",infi,75087
2018,Northern Great Plains,Wheat,infi,45458
2018,Northern Great Plains,Soybean,infi,102575
2018,Northern Great Plains,Other Field Crops,infi,36611
2018,Northern Great Plains,General Cash Grains,infi,153335
2018,Northern Great Plains,Corn,infi,187096
2018,Northern Great Plains,"Specialty Crops (F,V,N)",infi,NA
1996,Prairie Gateway,Wheat,infi,12061
1996,Prairie Gateway,Soybean,infi,-50702
1996,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,90236
1996,Prairie Gateway,Other Field Crops,infi,14813
1996,Prairie Gateway,General Cash Grains,infi,35755
1996,Prairie Gateway,Corn,infi,53257
1996,Prairie Gateway,"Specialty Crops (F,V,N)",infi,151813
1997,Prairie Gateway,General Cash Grains,infi,33355
1997,Prairie Gateway,Wheat,infi,23370
1997,Prairie Gateway,Soybean,infi,19482
1997,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,52243
1997,Prairie Gateway,Other Field Crops,infi,5305
1997,Prairie Gateway,"Specialty Crops (F,V,N)",infi,89494
1997,Prairie Gateway,Corn,infi,21674
1998,Prairie Gateway,General Cash Grains,infi,22934
1998,Prairie Gateway,Wheat,infi,22317
1998,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,47407
1998,Prairie Gateway,Corn,infi,29839
1998,Prairie Gateway,Soybean,infi,28755
1998,Prairie Gateway,Other Field Crops,infi,7704
1998,Prairie Gateway,"Specialty Crops (F,V,N)",infi,8987
1999,Prairie Gateway,General Cash Grains,infi,20578
1999,Prairie Gateway,Wheat,infi,21911
1999,Prairie Gateway,Other Field Crops,infi,12561
1999,Prairie Gateway,Corn,infi,26145
1999,Prairie Gateway,Soybean,infi,8263
1999,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,92613
1999,Prairie Gateway,"Specialty Crops (F,V,N)",infi,61107
2000,Prairie Gateway,General Cash Grains,infi,15969
2000,Prairie Gateway,Wheat,infi,16774
2000,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,8177
2000,Prairie Gateway,Other Field Crops,infi,11241
2000,Prairie Gateway,"Specialty Crops (F,V,N)",infi,27629
2000,Prairie Gateway,Corn,infi,21552
2000,Prairie Gateway,Soybean,infi,28761
2001,Prairie Gateway,General Cash Grains,infi,28899
2001,Prairie Gateway,Corn,infi,50244
2001,Prairie Gateway,"Specialty Crops (F,V,N)",infi,67210
2001,Prairie Gateway,Wheat,infi,2479
2001,Prairie Gateway,Soybean,infi,8752
2001,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,-4999
2001,Prairie Gateway,Other Field Crops,infi,3203
2002,Prairie Gateway,General Cash Grains,infi,20271
2002,Prairie Gateway,Corn,infi,35077
2002,Prairie Gateway,"Specialty Crops (F,V,N)",infi,-14202
2002,Prairie Gateway,Wheat,infi,10229
2002,Prairie Gateway,Soybean,infi,-7179
2002,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,47171
2002,Prairie Gateway,Other Field Crops,infi,7768
2003,Prairie Gateway,Wheat,infi,24839
2003,Prairie Gateway,Other Field Crops,infi,4477
2003,Prairie Gateway,"Specialty Crops (F,V,N)",infi,73869
2003,Prairie Gateway,General Cash Grains,infi,48439
2003,Prairie Gateway,Corn,infi,67241
2003,Prairie Gateway,Soybean,infi,23147
2003,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,53121
2004,Prairie Gateway,Wheat,infi,11192
2004,Prairie Gateway,Corn,infi,42226
2004,Prairie Gateway,Soybean,infi,16493
2004,Prairie Gateway,Other Field Crops,infi,7766
2004,Prairie Gateway,"Specialty Crops (F,V,N)",infi,64254
2004,Prairie Gateway,General Cash Grains,infi,34718
2004,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,106938
2005,Prairie Gateway,General Cash Grains,infi,34415
2005,Prairie Gateway,Soybean,infi,16804
2005,Prairie Gateway,"Specialty Crops (F,V,N)",infi,12435
2005,Prairie Gateway,Wheat,infi,18277
2005,Prairie Gateway,Corn,infi,53979
2005,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,136277
2005,Prairie Gateway,Other Field Crops,infi,6840
2006,Prairie Gateway,General Cash Grains,infi,33413
2006,Prairie Gateway,Wheat,infi,22650
2006,Prairie Gateway,Corn,infi,65222
2006,Prairie Gateway,Soybean,infi,25412
2006,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,77837
2006,Prairie Gateway,Other Field Crops,infi,7304
2006,Prairie Gateway,"Specialty Crops (F,V,N)",infi,20704
2007,Prairie Gateway,Corn,infi,163293
2007,Prairie Gateway,Soybean,infi,20675
2007,Prairie Gateway,Other Field Crops,infi,8799
2007,Prairie Gateway,"Specialty Crops (F,V,N)",infi,70914
2007,Prairie Gateway,General Cash Grains,infi,98688
2007,Prairie Gateway,Wheat,infi,52093
2007,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,205337
2008,Prairie Gateway,Wheat,infi,62835
2008,Prairie Gateway,Soybean,infi,56671
2008,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,116633
2008,Prairie Gateway,Other Field Crops,infi,6572
2008,Prairie Gateway,General Cash Grains,infi,81132
2008,Prairie Gateway,Corn,infi,137637
2008,Prairie Gateway,"Specialty Crops (F,V,N)",infi,21733
2009,Prairie Gateway,General Cash Grains,infi,72940
2009,Prairie Gateway,Soybean,infi,25448
2009,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,97746
2009,Prairie Gateway,Other Field Crops,infi,6918
2009,Prairie Gateway,"Specialty Crops (F,V,N)",infi,NA
2009,Prairie Gateway,Wheat,infi,28939
2009,Prairie Gateway,Corn,infi,134403
2010,Prairie Gateway,Other Field Crops,infi,8679
2010,Prairie Gateway,General Cash Grains,infi,111334
2010,Prairie Gateway,Wheat,infi,55094
2010,Prairie Gateway,Corn,infi,160240
2010,Prairie Gateway,Soybean,infi,41015
2010,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,236594
2010,Prairie Gateway,"Specialty Crops (F,V,N)",infi,18630
2011,Prairie Gateway,Wheat,infi,41731
2011,Prairie Gateway,Soybean,infi,30440
2011,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,49831
2011,Prairie Gateway,Other Field Crops,infi,4063
2011,Prairie Gateway,"Specialty Crops (F,V,N)",infi,43667
2011,Prairie Gateway,General Cash Grains,infi,136313
2011,Prairie Gateway,Corn,infi,171458
2012,Prairie Gateway,General Cash Grains,infi,105385
2012,Prairie Gateway,Wheat,infi,66029
2012,Prairie Gateway,Corn,infi,318776
2012,Prairie Gateway,Soybean,infi,48902
2012,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,45469
2012,Prairie Gateway,Other Field Crops,infi,3255
2012,Prairie Gateway,"Specialty Crops (F,V,N)",infi,12923
2013,Prairie Gateway,General Cash Grains,infi,85186
2013,Prairie Gateway,Soybean,infi,89601
2013,Prairie Gateway,"Specialty Crops (F,V,N)",infi,20920
2013,Prairie Gateway,Wheat,infi,95485
2013,Prairie Gateway,Corn,infi,180546
2013,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,644058
2013,Prairie Gateway,Other Field Crops,infi,7752
2014,Prairie Gateway,Wheat,infi,23934
2014,Prairie Gateway,Soybean,infi,88199
2014,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,85729
2014,Prairie Gateway,"Specialty Crops (F,V,N)",infi,90320
2014,Prairie Gateway,General Cash Grains,infi,156621
2014,Prairie Gateway,Corn,infi,123321
2014,Prairie Gateway,Other Field Crops,infi,8741
2015,Prairie Gateway,Wheat,infi,13217
2015,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,68682
2015,Prairie Gateway,General Cash Grains,infi,106064
2015,Prairie Gateway,Corn,infi,110507
2015,Prairie Gateway,Soybean,infi,37511
2015,Prairie Gateway,Other Field Crops,infi,27947
2015,Prairie Gateway,"Specialty Crops (F,V,N)",infi,470766
2016,Prairie Gateway,General Cash Grains,infi,108029
2016,Prairie Gateway,Wheat,infi,49106
2016,Prairie Gateway,Soybean,infi,94895
2016,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,360465
2016,Prairie Gateway,"Specialty Crops (F,V,N)",infi,107232
2016,Prairie Gateway,Corn,infi,101128
2016,Prairie Gateway,Other Field Crops,infi,3429
2017,Prairie Gateway,Corn,infi,122366
2017,Prairie Gateway,Soybean,infi,36729
2017,Prairie Gateway,"Specialty Crops (F,V,N)",infi,30697
2017,Prairie Gateway,General Cash Grains,infi,134939
2017,Prairie Gateway,Wheat,infi,31909
2017,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,178052
2017,Prairie Gateway,Other Field Crops,infi,13926
2018,Prairie Gateway,General Cash Grains,infi,124449
2018,Prairie Gateway,Wheat,infi,14210
2018,Prairie Gateway,Corn,infi,184752
2018,Prairie Gateway,Soybean,infi,35778
2018,Prairie Gateway,Other Field Crops,infi,3966
2018,Prairie Gateway,"Specialty Crops (F,V,N)",infi,52653
2018,Prairie Gateway,"Tobacco, Cotton, Peanuts",infi,143316
1996,Southern Seaboard,Wheat,infi,NA
1996,Southern Seaboard,Corn,infi,4538
1996,Southern Seaboard,General Cash Grains,infi,29781
1996,Southern Seaboard,Soybean,infi,10542
1996,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,9365
1996,Southern Seaboard,Other Field Crops,infi,10364
1996,Southern Seaboard,"Specialty Crops (F,V,N)",infi,6908
1997,Southern Seaboard,Corn,infi,-576
1997,Southern Seaboard,Other Field Crops,infi,39556
1997,Southern Seaboard,General Cash Grains,infi,-5905
1997,Southern Seaboard,Wheat,infi,6542
1997,Southern Seaboard,Soybean,infi,3993
1997,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,31515
1997,Southern Seaboard,"Specialty Crops (F,V,N)",infi,67230
1998,Southern Seaboard,Wheat,infi,-7220
1998,Southern Seaboard,Corn,infi,-4157
1998,Southern Seaboard,Soybean,infi,-10409
1998,Southern Seaboard,Other Field Crops,infi,8127
1998,Southern Seaboard,General Cash Grains,infi,7653
1998,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,37886
1998,Southern Seaboard,"Specialty Crops (F,V,N)",infi,43973
1999,Southern Seaboard,General Cash Grains,infi,25284
1999,Southern Seaboard,Corn,infi,14611
1999,Southern Seaboard,Other Field Crops,infi,4962
1999,Southern Seaboard,Wheat,infi,NA
1999,Southern Seaboard,Soybean,infi,-1271
1999,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,19791
1999,Southern Seaboard,"Specialty Crops (F,V,N)",infi,17752
2000,Southern Seaboard,General Cash Grains,infi,99842
2000,Southern Seaboard,Soybean,infi,2417
2000,Southern Seaboard,Wheat,infi,NA
2000,Southern Seaboard,Corn,infi,2906
2000,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,45489
2000,Southern Seaboard,Other Field Crops,infi,2720
2000,Southern Seaboard,"Specialty Crops (F,V,N)",infi,10761
2001,Southern Seaboard,General Cash Grains,infi,14202
2001,Southern Seaboard,Wheat,infi,NA
2001,Southern Seaboard,Corn,infi,-5806
2001,Southern Seaboard,Other Field Crops,infi,5929
2001,Southern Seaboard,Soybean,infi,5401
2001,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,40029
2001,Southern Seaboard,"Specialty Crops (F,V,N)",infi,20473
2002,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,40936
2002,Southern Seaboard,General Cash Grains,infi,-22777
2002,Southern Seaboard,Wheat,infi,-2587
2002,Southern Seaboard,Corn,infi,11214
2002,Southern Seaboard,Soybean,infi,20382
2002,Southern Seaboard,Other Field Crops,infi,2353
2002,Southern Seaboard,"Specialty Crops (F,V,N)",infi,47980
2003,Southern Seaboard,Wheat,infi,NA
2003,Southern Seaboard,Corn,infi,NA
2003,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,61001
2003,Southern Seaboard,Other Field Crops,infi,9901
2003,Southern Seaboard,"Specialty Crops (F,V,N)",infi,-22768
2003,Southern Seaboard,General Cash Grains,infi,49988
2003,Southern Seaboard,Soybean,infi,3810
2004,Southern Seaboard,General Cash Grains,infi,138139
2004,Southern Seaboard,Wheat,infi,NA
2004,Southern Seaboard,Corn,infi,29120
2004,Southern Seaboard,Soybean,infi,13674
2004,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,62161
2004,Southern Seaboard,Other Field Crops,infi,14097
2004,Southern Seaboard,"Specialty Crops (F,V,N)",infi,55492
2005,Southern Seaboard,General Cash Grains,infi,60507
2005,Southern Seaboard,Wheat,infi,-6622
2005,Southern Seaboard,Corn,infi,5781
2005,Southern Seaboard,Soybean,infi,-2376
2005,Southern Seaboard,"Specialty Crops (F,V,N)",infi,31728
2005,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,54129
2005,Southern Seaboard,Other Field Crops,infi,1446
2006,Southern Seaboard,General Cash Grains,infi,77862
2006,Southern Seaboard,Wheat,infi,NA
2006,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,88578
2006,Southern Seaboard,Other Field Crops,infi,10241
2006,Southern Seaboard,Corn,infi,6127
2006,Southern Seaboard,Soybean,infi,20441
2006,Southern Seaboard,"Specialty Crops (F,V,N)",infi,68317
2007,Southern Seaboard,Wheat,infi,NA
2007,Southern Seaboard,Soybean,infi,4115
2007,Southern Seaboard,"Tobacco, Cotton, Peanuts",infi,102973
2007,Southern Seaboard,Other Field Crops,infi,6770
2007,Southern Seaboard,"Specialty Crops (F,V,N)",infi,91852
2007,Southern Seaboard,General Cash Grains,infi,6029
